name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
vancouver canada,2023-02-24,31,25.3,28.1,30.7,19.1,25.2,11.7,50.3,0,0,0,,0,0.1,14.3,5.2,71.2,1021.2,36.1,14.2,126.6,10.7,5,10,2023-02-24T07:04:46,2023-02-24T17:47:22,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71608099999,CWWA,71784099999,CWWK,71892099999,CWMM,71042099999,71201099999"
vancouver canada,2023-02-25,33.5,26.1,29.8,32.6,25.6,28.2,22.7,75.5,0.39,100,37.5,snow,1.9,0.4,18.8,5.6,61.2,1012.4,85.7,7.2,40.3,3.4,2,10,2023-02-25T07:02:49,2023-02-25T17:49:00,0.18,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"CWWA,CWWK,CWMM"
vancouver canada,2023-02-26,40.2,31.7,35.1,39.7,26.4,31.2,31.4,87,0.395,100,45.83,"rain,snow",3,4.6,25.1,22.4,78.9,999.5,71.1,5.8,123.4,10.4,5,10,2023-02-26T07:00:52,2023-02-26T17:50:38,0.21,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"CWWA,CWWK,CWMM"
vancouver canada,2023-02-27,39.8,32.6,35.6,35,25.7,29.9,31.5,85.3,0.052,60,20.83,"rain,freezingrain,snow",0.8,2.6,12.8,8.9,70.7,997.6,81.8,10.1,113.9,9.8,4,10,2023-02-27T06:58:53,2023-02-27T17:52:16,0.25,"Snow, Rain, Freezing Drizzle/Freezing Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow.,snow,
vancouver canada,2023-02-28,38.7,31.7,35.2,34.7,25.6,30,31.5,86.5,0.048,59,16.67,"rain,freezingrain,snow",0,2,9.8,7.2,304.3,1001.2,64.6,10.1,118,9.9,4,10,2023-02-28T06:56:54,2023-02-28T17:53:53,0.28,"Snow, Rain, Freezing Drizzle/Freezing Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,
vancouver canada,2023-03-01,39.5,29.6,34.7,35.6,23.3,29.1,30.1,83.3,0.032,75,12.5,"rain,snow",1,2.7,14.8,9.5,108.4,1017.2,65.3,7.8,104,9,4,10,2023-03-01T06:54:55,2023-03-01T17:55:30,0.31,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow.,snow,
vancouver canada,2023-03-02,43.4,36.2,39.2,37,27.6,31.7,35.6,87.3,0.179,96,29.17,"rain,snow",4.6,6,22.6,15,205.5,1015.1,72.8,4.1,85.8,7.5,3,10,2023-03-02T06:52:54,2023-03-02T17:57:07,0.35,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,
vancouver canada,2023-03-03,41.3,34.1,37.9,34.7,27.5,30.8,34.2,86.6,0.087,70,16.67,"rain,snow",0,5.2,21,14.1,129.4,1018.3,71.1,9.1,71.8,6,2,10,2023-03-03T06:50:53,2023-03-03T17:58:43,0.38,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow.,rain,
vancouver canada,2023-03-04,43.8,37.7,39.6,37.7,28.9,32.5,34.5,81.9,0.103,63,25,"rain,snow",0,3.5,21.5,15,94.1,1000.2,83.1,9.8,74.4,6.3,3,10,2023-03-04T06:48:51,2023-03-04T18:00:19,0.41,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,
vancouver canada,2023-03-05,42.9,36.4,39,38.4,30.2,33.6,34.3,83.3,0.095,46,12.5,"rain,snow",0.5,2.4,12.5,8.5,67.8,1005.1,69.1,8.1,78.1,6.9,3,10,2023-03-05T06:46:48,2023-03-05T18:01:55,0.44,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,
vancouver canada,2023-03-06,36.4,32.1,34.2,31.1,26.9,28.7,32.5,93.7,1.048,19,25,"rain,snow",2.7,2.5,20.8,7.5,63.4,1014.2,89.7,7.7,13.1,1.1,0,10,2023-03-06T06:44:45,2023-03-06T18:03:31,0.48,Partially cloudy,Partly cloudy throughout the day.,snow,
vancouver canada,2023-03-07,40.9,27.4,33.6,40.9,23.3,31.6,31.3,91.1,0.004,14.3,4.17,rain,0,3.2,5.9,4.9,28.1,1015.8,74.1,8.4,135.8,11.7,5,10,2023-03-07T06:42:42,2023-03-07T18:05:06,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
vancouver canada,2023-03-08,37.8,24.2,29.9,37.8,18.2,27.9,24.5,80.3,0,33.3,0,,0,2.1,8.5,5.1,44.4,1011.5,63.7,14.3,142.4,12,5,10,2023-03-08T06:40:38,2023-03-08T18:06:41,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
vancouver canada,2023-03-09,35,21.6,27.1,34.9,17.1,24.1,18.9,71.6,0,28.6,0,,0,1.5,8.4,4.5,17.6,1008,57.2,14.9,172.3,14.7,6,10,2023-03-09T06:38:33,2023-03-09T18:08:16,0.58,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,
vancouver canada,2023-03-10,36.6,21.8,29.6,33.1,15.7,24.9,23.8,79.6,0.039,33.3,12.5,"rain,snow",0.2,1.2,11.9,5.1,63.9,1004,86.5,13.1,135.1,11.7,4,10,2023-03-10T06:36:28,2023-03-10T18:09:50,0.62,Partially cloudy,Partly cloudy throughout the day.,snow,
vancouver canada,2023-03-11,41.4,32.4,35.6,37.2,27.5,31.3,34.1,94.3,0.531,47.6,33.33,"rain,snow",1,1.6,22.6,11.2,153.4,1010.3,99.7,4.9,62.5,5.4,3,10,2023-03-11T06:34:22,2023-03-11T18:11:25,0.65,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,snow,
vancouver canada,2023-03-12,40.5,34.1,37.7,37.5,31.5,34.7,37,97.2,0.217,61.9,33.33,rain,0,1.1,11.9,4.9,47.3,1029.1,99.8,2.9,43.2,3.6,1,10,2023-03-12T07:32:16,2023-03-12T19:12:59,0.69,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,
vancouver canada,2023-03-13,50.8,41.4,45.8,0,0,35,39.1,78.4,0.295,33.3,14,,,,25.1,19.2,155.6,1012.9,15.7,15.7,,,,,2023-03-13T07:30:10,2023-03-13T19:14:33,0.72,Clear,,clear-day,
vancouver canada,2023-03-14,49.9,41.8,45.4,0,0,34.8,39.3,80.3,0.307,28.6,12,,,,28.6,18.1,150.3,1014.3,11.9,16.6,,,,,2023-03-14T07:28:04,2023-03-14T19:16:06,0.75,Clear,,clear-day,
vancouver canada,2023-03-15,49.2,41.3,44.9,0,0,34.2,38.9,80.7,0.276,28.6,12,,,,34.9,19.2,154.7,1014,15.3,15.3,,,,,2023-03-15T07:25:57,2023-03-15T19:17:40,0.79,Clear,,clear-day,
vancouver canada,2023-03-16,48.8,39.6,44.3,0,0,33,37.7,78.3,0.177,14.3,6,,,,30.9,19.7,172.9,1015.9,14.2,16.7,,,,,2023-03-16T07:23:50,2023-03-16T19:19:13,0.83,Clear,,clear-day,
vancouver canada,2023-03-17,48.8,39.8,44.1,0,0,33,36.2,74.9,0.13,9.5,4,,,,25.1,17.7,166.8,1018.2,15.5,18.3,,,,,2023-03-17T07:21:43,2023-03-17T19:20:46,0.86,Clear,,clear-day,
vancouver canada,2023-03-18,49.4,40.4,44.5,0,0,33.7,37.1,76.3,0.213,14.3,6,,,1.18,26.8,18.1,166,1017.5,17.5,17,,,,,2023-03-18T07:19:35,2023-03-18T19:22:19,0.9,Clear,,clear-day,
vancouver canada,2023-03-19,49.5,40.2,44.5,0,0,34.4,37.5,77,0.244,28.6,12,,,1.18,26.8,15.4,163.3,1017.4,15.8,18,,,,,2023-03-19T07:17:28,2023-03-19T19:23:52,0.93,Clear,,clear-day,
vancouver canada,2023-03-20,50.8,39.3,45.2,0,0,32.8,37.3,75.5,0.213,23.8,10,,,1.57,35.1,18.8,184.3,1014.9,14.5,19.1,,,,,2023-03-20T07:15:20,2023-03-20T19:25:24,0.97,Clear,,clear-day,
vancouver canada,2023-03-21,50.4,40.4,45.2,0,0,35.5,38,77,0.185,14.3,6,,,,24.2,15.2,169.1,1016.1,18.1,17.7,,,,,2023-03-21T07:13:12,2023-03-21T19:26:57,0,Clear,,clear-day,
vancouver canada,2023-03-22,51,41.1,45.8,0,0,35.9,39.5,79.3,0.291,19,8,,,,26.6,16.1,160.3,1015.7,17.6,18.3,,,,,2023-03-22T07:11:04,2023-03-22T19:28:29,0.03,Clear,,clear-day,
vancouver canada,2023-03-23,51,41.1,45.9,0,0,35.7,39.1,78.2,0.232,19,8,,,,28.9,17.7,157.4,1017.3,18.5,18.5,,,,,2023-03-23T07:08:56,2023-03-23T19:30:01,0.07,Clear,,clear-day,
vancouver canada,2023-03-24,51.3,40.5,45.9,0,0,36.2,38.9,77.1,0.126,9.5,4,,,,25.1,15,184.1,1015,21.2,19.4,,,,,2023-03-24T07:06:48,2023-03-24T19:31:33,0.1,Partially cloudy,,partly-cloudy-day,
vancouver canada,2023-03-25,51,42.2,46.5,0,0,36.6,39.3,77,0.161,19,8,,,,21.9,16.6,156.8,1014,21.8,19.9,,,,,2023-03-25T07:04:41,2023-03-25T19:33:05,0.13,Partially cloudy,,partly-cloudy-day,
vancouver canada,2023-03-26,51.5,41.6,46.1,0,0,36.4,39.3,77.7,0.307,23.8,10,,,,27.1,15.9,158,1014.9,20.3,18.6,,,,,2023-03-26T07:02:33,2023-03-26T19:34:37,0.16,Partially cloudy,,partly-cloudy-day,
vancouver canada,2023-03-27,51.9,41.6,46.3,0,0,35.1,39.6,78.8,0.213,23.8,10,,,,24.8,17.9,166.8,1016.1,22.4,17.9,,,,,2023-03-27T07:00:25,2023-03-27T19:36:09,0.2,Partially cloudy,,partly-cloudy-day,
vancouver canada,2023-03-28,51,42.7,46.7,0,0,36.9,39.6,77.1,0.213,23.8,10,,,0.39,28.6,17.9,181.9,1018,22.6,18.5,,,,,2023-03-28T06:58:17,2023-03-28T19:37:40,0.25,Partially cloudy,,partly-cloudy-day,
vancouver canada,2023-03-29,51.3,41.4,46.3,0,0,36.2,39.8,78.7,0.327,23.8,10,,,,32.9,17.4,157.9,1016.7,16.7,17.3,,,,,2023-03-29T06:56:10,2023-03-29T19:39:12,0.26,Clear,,clear-day,
vancouver canada,2023-03-30,53.3,42.3,47.2,0,0,37.1,40.9,79.4,0.189,23.8,10,,,,25.3,15,177.3,1018.1,17,19.1,,,,,2023-03-30T06:54:03,2023-03-30T19:40:43,0.29,Clear,,clear-day,
vancouver canada,2023-03-31,52.4,41.8,47,0,0,36.9,39.1,75,0.157,9.5,4,,,,34.2,18.1,206.4,1017.5,16.4,21.2,,,,,2023-03-31T06:51:56,2023-03-31T19:42:15,0.33,Clear,,clear-day,
vancouver canada,2023-04-01,51.7,40,45.9,0,0,34.2,37.8,74.3,0.142,14.3,6,,,,33.3,17,195.7,1017.5,19.5,20.4,,,,,2023-04-01T06:49:49,2023-04-01T19:43:46,0.36,Clear,,clear-day,
vancouver canada,2023-04-02,52.4,40.7,46.3,0,0,34.6,37.8,72.6,0.067,14.3,6,,,,38.9,18.3,178.9,1016.8,17.8,21.7,,,,,2023-04-02T06:47:42,2023-04-02T19:45:18,0.39,Clear,,clear-day,
vancouver canada,2023-04-03,52.8,41.3,46.8,0,0,35.9,38.7,74.2,0.142,23.8,10,,,,33.8,16.3,174.4,1016.3,18.5,19.7,,,,,2023-04-03T06:45:36,2023-04-03T19:46:49,0.42,Clear,,clear-day,
vancouver canada,2023-04-04,52.2,41.8,46.8,0,0,36.4,39.3,76.1,0.181,47.6,20,,,,31.1,14.8,172.5,1015.5,21,18.9,,,,,2023-04-04T06:43:30,2023-04-04T19:48:20,0.45,"Rain, Partially cloudy",,rain,
vancouver canada,2023-04-05,51.7,42.5,46.8,0,0,37.7,40.7,79.9,0.26,33.3,14,,,,27.7,17,164.2,1013.9,21.3,17.1,,,,,2023-04-05T06:41:25,2023-04-05T19:49:52,0.5,Partially cloudy,,partly-cloudy-day,
vancouver canada,2023-04-06,54.2,43.1,48.1,0,0,38.2,40.5,76.4,0.161,14.3,6,,,,27.7,15.2,166.7,1014.8,15.3,19.9,,,,,2023-04-06T06:39:20,2023-04-06T19:51:23,0.52,Clear,,clear-day,
vancouver canada,2023-04-07,53.7,42.7,47.9,0,0,37.7,40.9,77.5,0.327,33.3,14,,,,25.1,17.7,183.2,1014,13,19.5,,,,,2023-04-07T06:37:15,2023-04-07T19:52:54,0.56,Clear,,clear-day,
vancouver canada,2023-04-08,53.7,43.2,48.1,0,0,38.2,40.9,76.5,0.146,15,6,,,,42.7,18.8,195.2,1014.9,13.5,20,,,,,2023-04-08T06:35:11,2023-04-08T19:54:25,0.59,Clear,,clear-day,
vancouver canada,2023-04-09,53.9,43.1,48.3,0,0,37.3,40.2,74.9,0.067,15,6,,,,24.2,15.4,172.4,1017.4,15.9,19.7,,,,,2023-04-09T06:33:07,2023-04-09T19:55:56,0.63,Clear,,clear-day,
vancouver canada,2023-04-10,55.1,44,48.8,0,0,39.3,41.1,75.6,0.173,30,13,,,,27.7,16.1,176.2,1016.4,17.5,20.3,,,,,2023-04-10T06:31:04,2023-04-10T19:57:28,0.66,Clear,,clear-day,
vancouver canada,2023-04-11,55.3,44.1,49.4,0,0,39.3,40.7,73.6,0.13,20,8,,,,28.2,15.2,193.1,1016,11.8,21.3,,,,,2023-04-11T06:29:01,2023-04-11T19:58:59,0.7,Clear,,clear-day,
vancouver canada,2023-04-12,54.1,43.6,48.8,0,0,37.7,41.8,76.8,0.169,30,13,,,,24.6,17.9,181.2,1014.7,16.6,20.2,,,,,2023-04-12T06:26:59,2023-04-12T20:00:30,0.74,Clear,,clear-day,
vancouver canada,2023-04-13,53,44.1,48.3,0,0,37.8,40.9,76.4,0.244,20,8,,,,27.3,19,171.2,1014.9,17.1,17.4,,,,,2023-04-13T06:24:58,2023-04-13T20:02:01,0.75,Clear,,clear-day,
vancouver canada,2023-04-14,53.5,42.3,47.6,0,0,37.3,39.3,73.9,0.134,20,8,,,,21.9,17.2,184.1,1015.1,13.6,19.8,,,,,2023-04-14T06:22:57,2023-04-14T20:03:32,0.81,Clear,,clear-day,
vancouver canada,2023-04-15,54.2,42.3,47.9,0,0,37.3,40,74.3,0.091,35,15,,,,23.7,15.4,176.2,1016.9,13.9,19.9,,,,,2023-04-15T06:20:57,2023-04-15T20:05:03,0.84,Clear,,clear-day,
vancouver canada,2023-04-16,53.9,43.8,48.6,0,0,38.6,40.9,75.7,0.193,25,10,,,,28.6,16.6,172,1016.3,15.7,18.7,,,,,2023-04-16T06:18:57,2023-04-16T20:06:34,0.88,Clear,,clear-day,
vancouver canada,2023-04-17,55.5,42.9,48.1,0,0,36.9,41.6,76.8,0.197,30,13,,,,22.4,15.9,167.8,1018,12.9,19.3,,,,,2023-04-17T06:16:59,2023-04-17T20:08:05,0.91,Clear,,clear-day,
vancouver canada,2023-04-18,56.4,42.3,49.2,0,0,36.2,41.1,74.1,0.165,20,8,,,0.79,,13.2,164.6,1019.7,16.1,19.5,,,,,2023-04-18T06:15:01,2023-04-18T20:09:36,0.95,Clear,,clear-day,
vancouver canada,2023-04-19,55.7,44.9,49.7,0,0,40,41.4,74.1,0.114,30,13,,,,20.8,14.5,156.6,1017.8,17.1,18.6,,,,,2023-04-19T06:13:04,2023-04-19T20:11:07,0,Clear,,clear-day,
vancouver canada,2023-04-20,57.6,45,50.4,0,0,39.6,41.8,73.9,0.083,15,6,,,,26.8,16.3,195.2,1017.5,15.4,20.3,,,,,2023-04-20T06:11:08,2023-04-20T20:12:38,0.02,Clear,,clear-day,
vancouver canada,2023-04-21,57.5,45,50.8,0,0,39.5,41.4,72.2,0.055,15,6,,,,28.2,18.1,199.8,1017.5,12.9,21.3,,,,,2023-04-21T06:09:13,2023-04-21T20:14:09,0.05,Clear,,clear-day,
vancouver canada,2023-04-22,57.6,44.5,50.6,0,0,38.9,40.4,70.8,0.118,15,6,,,,29.8,22.4,199.1,1018.5,11.9,21.4,,,,,2023-04-22T06:07:19,2023-04-22T20:15:39,0.08,Clear,,clear-day,
vancouver canada,2023-04-23,57.5,44.3,50.8,0,0,38.4,41.4,73.2,0.138,30,13,,,,22.6,17.2,182.9,1018.3,12.4,20.1,,,,,2023-04-23T06:05:25,2023-04-23T20:17:10,0.12,Clear,,clear-day,
vancouver canada,2023-04-24,56.7,45.2,51,0,0,40.4,41.6,72.7,0.154,20,8,,,,22.4,15.7,185.8,1018.3,15.6,19.9,,,,,2023-04-24T06:03:33,2023-04-24T20:18:41,0.15,Clear,,clear-day,
vancouver canada,2023-04-25,57.3,45.2,51.2,0,0,39.8,42.2,73.2,0.106,30,13,,,,28.9,15.9,199.2,1017.6,17.4,20.6,,,,,2023-04-25T06:01:42,2023-04-25T20:20:11,0.18,Clear,,clear-day,
vancouver canada,2023-04-26,58.9,45.8,52.1,0,0,41.3,42,71.2,0.11,35,15,,,,26.8,17.4,180,1016.5,16.8,20.6,,,,,2023-04-26T05:59:52,2023-04-26T20:21:41,0.21,Clear,,clear-day,
vancouver canada,2023-04-27,57.6,47,51.9,0,0,40.7,42.7,73.3,0.138,20,8,,,,24.2,19.2,184.3,1015.3,18.8,19.9,,,,,2023-04-27T05:58:03,2023-04-27T20:23:11,0.25,Clear,,clear-day,
vancouver canada,2023-04-28,59.1,45.2,52.1,0,0,40.5,41.4,69.9,0.098,23.8,10,,,,25.9,14.8,182.8,1018.5,14.5,21.9,,,,,2023-04-28T05:56:15,2023-04-28T20:24:41,0.28,Clear,,clear-day,
vancouver canada,2023-04-29,59.3,45.6,52.1,0,0,40.4,41.3,69,0.063,9.5,4,,,,32.2,16.6,209.1,1019.5,13.8,21.8,,,,,2023-04-29T05:54:29,2023-04-29T20:26:11,0.31,Clear,,clear-day,
vancouver canada,2023-04-30,59.3,46.1,52.4,0,0,41.3,41.3,67.6,0.071,23.8,10,,,,24.2,15.7,206,1020.2,18.4,22.6,,,,,2023-04-30T05:52:43,2023-04-30T20:27:40,0.34,Clear,,clear-day,
